,компания,сектор,год,тип отчета,ссылка на отчет
539,ПАО «ЛУКОЙЛ»,Нефтегазовая,"2008, 2007",ОУР,/download/6a1b23997b710ddbc715161b914b7287/
540,ПАО «ЛУКОЙЛ»,Нефтегазовая,"2006, 2005",ОУР,/download/5c6af5949cd4d6398fe9b5f3912f0fae/
541,ПАО «ЛУКОЙЛ»,Нефтегазовая,"2004, 2003",ОУР,/download/aac95900ddb35285df3d22f7c9a893a3/
542,Лаборатория Касперского,Телекоммуникационная и связь,2019,СО,/download/cc16394af0e22ef4cfb51e0295449fcc/
543,Лаборатория Касперского,Телекоммуникационная и связь,"2018, 2017",СО,/upload/uf/1fb/Kaspersky.html
544,ОАО «Ленэнерго»,Энергетика,"2004, 2003, 2002, 2001, 2000",СО,/download/5335b3574413aca0888905783f817ae5/
545,ООО «Леруа Мерлен Восток» ,Ритейл,2021,ОУР,/download/eeeaad6815c0416ddafc00ed417a3caa/
546,ООО «Леруа Мерлен Восток» ,Ритейл,2020,ОУР,/download/ae33a0e5e721df472e00e10ed55512df/
547,ООО «Леруа Мерлен Восток» ,Ритейл,2019,ОУР,/download/b2c12c24485747c6865db8e4097a9734/
548,ООО «Леруа Мерлен Восток» ,Ритейл,2018,ОУР,/download/e3a25d56d4e7869c590a664ff309df1a/
549,АО «ОКБМ им.И.И.Африкантова»,Энергетика,2017,ИО,/download/a5e84e6f3448e1865323b45e38cad31c/
550,АО «ОКБМ им.И.И.Африкантова»,Энергетика,2016,ИО,/download/a82b7023e01e1d275999b4ae6ff88c38/
551,АО «ОКБМ им.И.И.Африкантова»,Энергетика,2015,ИО,/download/c06f6395ea5ec8333997a6c5b0946051/
552,АО «ОКБМ им.И.И.Африкантова»,Энергетика,2014,ИО,/download/23efe7221bcff13c0f9f2141379fd0b5/
553,АО «ОКБМ им.И.И.Африкантова»,Энергетика,2013,ИО,/download/0ef1cd0954669e3d7b348cd060f2c66b/
554,АО «ОКБМ им.И.И.Африкантова»,Энергетика,2012,ИО,/download/f75f22c1445560fb9eadcd2944cd3522/
555,АО «ОКБМ им.И.И.Африкантова»,Энергетика,2011,ИО,/download/f7d7bb81400ff5338956249788b5f07e/
556,ПАО «М.Видео»,Ритейл,2021,ИО,/download/227fdc1d22060f9e6597c36b62ee167b/
557,ПАО «М.Видео»,Ритейл,2020,ИО,/download/3ecd02bc14f728291f4491a47c01bd9d/
558,ПАО «М.Видео»,Ритейл,2019,ИО,/download/e9856ecf2a1de071d3a43736592915f5/
559,ОАО «МДМ-Банк»,Финансы и страхование,2010,СО,/download/99894898bab3fe00ef57b4cbd3d822ed/
560,ОАО «МДМ-Банк»,Финансы и страхование,2008,ОУР,/download/3584aa9965f5e6cb54354931b16df486/
561,«МЕТАЛЛОИНВЕСТ»,Металлургическая и горнодобывающая,2021,ОУР,/download/50cd12acf07caf741ec5dbe3a6f4222f/
562,«МЕТАЛЛОИНВЕСТ»,Металлургическая и горнодобывающая,2020,ОУР,/download/06b2e591520f5b50cb655cff7935b046/
563,«МЕТАЛЛОИНВЕСТ»,Металлургическая и горнодобывающая,2019,ОУР,/download/f086ea32782d9ac06864254f06463069/
564,«МЕТАЛЛОИНВЕСТ»,Металлургическая и горнодобывающая,2018,ОУР,/download/6ff744f7a21d8f261150e5b31dcfe15d/
565,«МЕТАЛЛОИНВЕСТ»,Металлургическая и горнодобывающая,2017,ОУР,/download/583f6519d12433581f9f6fefd4bc8306/
566,«МЕТАЛЛОИНВЕСТ»,Металлургическая и горнодобывающая,2016,ОУР,/download/ef7b12cb5a141b8b91f8d45623db9aaa/
567,«МЕТАЛЛОИНВЕСТ»,Металлургическая и горнодобывающая,2015,ОУР,/download/7b34bf41ffa6976a26d41835d48c94f8/
568,«МЕТАЛЛОИНВЕСТ»,Металлургическая и горнодобывающая,2014,СО,/download/857edd8d46e45ced5a58b6f416a66c48/
569,«МЕТАЛЛОИНВЕСТ»,Металлургическая и горнодобывающая,2013,СО,/download/3f43b9c6218bc9df526fbdc6b9a33c9f/
570,«МЕТАЛЛОИНВЕСТ»,Металлургическая и горнодобывающая,2012,СО,/download/32c55c957612e3f9645e34e7d6e7b808/
571,«МЕТАЛЛОИНВЕСТ»,Металлургическая и горнодобывающая,2011,СО,/download/285a10faf012f94f5a519c45535251bf/
572,«МЕТАЛЛОИНВЕСТ»,Металлургическая и горнодобывающая,"2010, 2009",СО,/download/c8a3a287a317071ea3b3041ae6e14958/
573,ПАО «ММК» ,Металлургическая и горнодобывающая,2020,ИО,/download/bd512011b6526708a68f26c984c5e330/
574,ПАО «ММК» ,Металлургическая и горнодобывающая,2019,ИО,/download/a1341e6632c9be1090a26ff258a0236d/
575,ПАО «ММК» ,Металлургическая и горнодобывающая,2018,СО,/download/6cb758fabad3acf712979cc226d9004d/
576,ПАО «ММК» ,Металлургическая и горнодобывающая,2017,СО,/download/0e06041337ced95ff6f7f6d77e182bf8/
577,ПАО «ММК» ,Металлургическая и горнодобывающая,2016,СО,/download/b92018f549311452198ccd2f4b0513fc/
578,ПАО «ММК» ,Металлургическая и горнодобывающая,2014,СО,/download/b5fa7d03b404834424e4aa64fef08880/
579,ПАО «ММК» ,Металлургическая и горнодобывающая,2013,СО,/download/9dd04c3662f832305bf9af1f70087ba8/
580,ПАО «ММК» ,Металлургическая и горнодобывающая,2012,СО,/download/481d419459cc51d170a6cb46cdf34c5d/
581,ПАО «ММК» ,Металлургическая и горнодобывающая,2011,СО,/download/e2745d03e2f08586988daf570dff3adc/
582,ПАО «ММК» ,Металлургическая и горнодобывающая,2010,СО,/download/a3197559c2ce4979c5fcc27c5db5951b/
583,ПАО «ММК» ,Металлургическая и горнодобывающая,2009,СО,/download/03765f3086f8f6cdae2be85af44843e7/
584,ПАО «ММК» ,Металлургическая и горнодобывающая,2008,СО,/download/80d839dbfbd6c807c74ab07dd1f73ca4/
585,ПАО «ММК» ,Металлургическая и горнодобывающая,2007,СО,/download/d84617c1ecfc69f5cfad923aba82cf7d/
586,ПАО «ММК» ,Металлургическая и горнодобывающая,2006,СО,/download/0ec41999912495e8dc5de22b91f85e9a/
587,ПАО «ММК» ,Металлургическая и горнодобывающая,2005,СО,/download/5cf17f2b6e6f3f913f834e37634b2ae8/
588,ПАО «ММК» ,Металлургическая и горнодобывающая,"2004, 2003, 2002, 2001, 2000",СО,/download/93627e33f0789a815698c13d35354365/
589,"ПАО ""Россети Московский регион""",Энергетика,2021,ИО,/download/aa86885bccaefd9b26d62cfcfadd9b42/
590,"ПАО ""Россети Московский регион""",Энергетика,2020,ИО,/download/a1452086745da67cdc5300c8b2fee055/
591,"ПАО ""Россети Московский регион""",Энергетика,2019,ИО,/download/31e5fd026c2bb706fde2b2d05a968321/
592,"ПАО ""Россети Московский регион""",Энергетика,2018,ИО,/download/4ddb4fbc7fb1e3ca23ac8aeb8caa600f/
593,"ПАО ""Россети Московский регион""",Энергетика,2017,ИО,/download/7494634c772640f33109ad91b8197741/
594,"ПАО ""Россети Московский регион""",Энергетика,2016,ИО,/download/40e4892dbedde5bb3c3122a65228d04a/
595,"ПАО ""Россети Московский регион""",Энергетика,"2015, 2014",ОУР,/download/169c7dfa50084255fdf782190ac39364/
596,"ПАО ""Россети Московский регион""",Энергетика,2013,ИО,/download/feab0c7793679340ba1631d8191ff8f4/
597,"ПАО ""Россети Московский регион""",Энергетика,2012,ОУР,/download/01c721c870c9af4f9639d8b78e065da0/
598,"ПАО ""Россети Московский регион""",Энергетика,2011,ОУР,/download/f9a35061e70f6ab54880eb4a1338b94a/
599,"ПАО ""Россети Московский регион""",Энергетика,2010,ОУР,/download/505a3dd83194cc6ea75831ec2baba73b/
600,"ПАО ""Россети Московский регион""",Энергетика,2009,СО,/download/172ad775544b22e1d3b68cc0ac7f3978/
601,"ПАО ""Россети Московский регион""",Энергетика,"2008, 2007",СО,/download/619a3db982637f8550cc4cc673b46494/
602,"ПАО ""Россети Московский регион""",Энергетика,2006,СО,/download/caaec1ce70e9d3e352542a63d1cae4cd/
603,ПАО «МРСК Сибири»,Энергетика,2021,ИО,/download/b6f09c842af017a18190400372e6d683/
604,ПАО «МРСК Сибири»,Энергетика,2020,ИО,/download/44d13fdd4c2832670b406b89b402f818/
605,ПАО «МРСК Сибири»,Энергетика,2019,ИО,/download/d98009cbb83c1fc29bd0d528bf378d2e/
606,ПАО «МРСК Сибири»,Энергетика,2018,ИО,/download/ac7c210a1fefeadb2b1437afca7ff0d8/
607,ПАО «МРСК Сибири»,Энергетика,2017,СО,/download/74e467ba7f9d2ffe5f343095988ca0c9/
608,ПАО «МРСК Сибири»,Энергетика,2016,СО,/download/d5fe2240601f7c1443dbfc33c6a16bbe/
609,ПАО «МРСК Сибири»,Энергетика,2015,СО,/download/a5273b518db0310eeb614009f17573f0/
610,ПАО «МРСК Сибири»,Энергетика,2014,СО,/download/61052562eec42f16f10b86d8701584af/
611,ПАО «МРСК Сибири»,Энергетика,2013,СО,/download/a2f253a76362ada1a8820068b8ae6198/
612,ПАО «МРСК Сибири»,Энергетика,2012,СО,/download/64833bf9ecd80c3c472d4528f384d1fb/
613,ПАО «МРСК Сибири»,Энергетика,2011,СО,/download/0eda1ec9f1765b8ef5ec67b99ed2e234/
614,ПАО «МРСК Сибири»,Энергетика,2010,СО,/download/917618546f515065d02c3921d3e941c6/
615,ПАО «МРСК Сибири»,Энергетика,2009,СО,/download/8c23795f65ae590cdd66f4dae61d0908/
616,ПАО «МРСК Центра»,Энергетика,2021,ИО,/download/f9e398c5ec736fbf324c7eff27150564/
617,ПАО «МРСК Центра»,Энергетика,2020,ИО,/download/8213122f5cadf318a257168467d1e471/
618,ПАО «МРСК Центра»,Энергетика,2019,ИО,/download/d15f2a563faad6c3e1c7265284e80d6f/
619,ПАО «МРСК Центра»,Энергетика,2018,ИО,/download/8c84efb1b3569c255460eae40a428ed8/
620,ПАО «МРСК Центра»,Энергетика,"2017, 2016",ОУР,/download/dc663235a4bcc166b843026117e15239/
621,ПАО «МРСК Центра и Приволжья»,Энергетика,"2014, 2013",СО,/download/ff588abb13cac4467ff43dc83d72c3a0/
622,ПАО «МРСК Центра и Приволжья»,Энергетика,"2012, 2011",СО,/download/6215345cf4460106f0eea684f7f79672/
623,ПАО «МРСК Центра и Приволжья»,Энергетика,"2010, 2009",СО,/download/653c616fccad77ff6bf2b2d0e083a100/
624,МСП Банк,Финансы и страхование,2020,ИО,/download/c7316583fe87de086f4a8a8ece72e70b/
625,МСП Банк,Финансы и страхование,2019,ИО,/download/7f3055777d4c8f68debe2909b17ea568/
626,ПАО «МТС»,Телекоммуникационная и связь,2021,ОУР,/download/0a53b7d4b6288f5721dc2ee12b3bae01/
627,ПАО «МТС»,Телекоммуникационная и связь,2020,ОУР,/download/eb24156affcef7cdb60bf5d27826e7c9/
628,ПАО «МТС»,Телекоммуникационная и связь,2019,ОУР,/download/3e33572d38e809867579aa8e95eb78fe/
629,ПАО «МТС»,Телекоммуникационная и связь,2018,ОУР,/download/c1d06b2d380a93c93d60a1925d47277d/
630,ПАО «МТС»,Телекоммуникационная и связь,2017,ОУР,/download/0d4161097fda477b63ed2470041803f9/
631,ПАО «МТС»,Телекоммуникационная и связь,2016,ОУР,/download/313da0216774069530d87356dd2981e1/
632,ПАО «МТС»,Телекоммуникационная и связь,2015,ОУР,/download/e7f0c2f337ed62ed34af9387e59f1df2/
633,ПАО «МТС»,Телекоммуникационная и связь,2014,ОУР,/download/af6c36af508be7b3ab2d25844b7ef87c/
634,ПАО «МТС»,Телекоммуникационная и связь,2013,ОУР,/download/03b81ab3939f09fd35e1ef017ca2536a/
635,ПАО «МТС»,Телекоммуникационная и связь,2012,ОУР,/download/1b6764302463c4ee10b011f6e68cd939/
636,ПАО «МТС»,Телекоммуникационная и связь,2011,ОУР,/download/6d93fd9c3dcc4f9473827f6fafa972b1/
637,ПАО «МТС»,Телекоммуникационная и связь,2010,СО,/download/1969d615fc4041081d17b35c36f0c328/
638,ПАО «МТС»,Телекоммуникационная и связь,2009,СО,/download/682d72c89aa843c4ea823787a224e398/
639,ПАО «МТС»,Телекоммуникационная и связь,2008,СО,/download/0efe4c71f5ce0e0c751431dfb16ad39a/
640,АО «МХК «ЕвроХим»,"Химическая, нефтехимическая, парфюмерная",2021,ИО,/download/872c275724f4146f430868e98e6ddfb6/
641,АО «МХК «ЕвроХим»,"Химическая, нефтехимическая, парфюмерная",2020,ИО,/download/c503f1e308585dbf398279d609804bc9/
642,АО «МХК «ЕвроХим»,"Химическая, нефтехимическая, парфюмерная",2019,ИО,/download/c3ea240de973626b243b110d40191ebb/
643,АО «МХК «ЕвроХим»,"Химическая, нефтехимическая, парфюмерная",2018,ИО,/download/223a34140bcef45534cd208706ef4c06/
